"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2000 13:53:08.000,297.299,36.561,13866.510710
1 Jan 2000 13:53:18.000,297.090,36.465,13873.205536
1 Jan 2000 13:53:28.000,296.882,36.369,13879.954872
1 Jan 2000 13:53:38.000,296.674,36.272,13886.758575
1 Jan 2000 13:53:48.000,296.468,36.174,13893.616501
1 Jan 2000 13:53:58.000,296.262,36.076,13900.528506
1 Jan 2000 13:54:08.000,296.057,35.977,13907.494442
1 Jan 2000 13:54:18.000,295.853,35.877,13914.514164
1 Jan 2000 13:54:28.000,295.650,35.777,13921.587523
1 Jan 2000 13:54:38.000,295.448,35.677,13928.714373
1 Jan 2000 13:54:48.000,295.246,35.576,13935.894562
1 Jan 2000 13:54:58.000,295.046,35.474,13943.127942
1 Jan 2000 13:55:08.000,294.846,35.372,13950.414362
1 Jan 2000 13:55:18.000,294.647,35.269,13957.753671
1 Jan 2000 13:55:28.000,294.449,35.166,13965.145715
1 Jan 2000 13:55:38.000,294.252,35.062,13972.590341
1 Jan 2000 13:55:43.909,294.135,35.000,13977.014367

Interval Statistics
"Min Elevation",1 Jan 2000 13:55:43.909,294.135,35.000,13977.014367
"Max Elevation",1 Jan 2000 13:39:48.915,316.448,41.829,13518.577914
"Mean Elevation",,,38.980,
"Min Range",1 Jan 2000 13:39:48.915,316.448,41.829,13518.577914
"Max Range",1 Jan 2000 13:55:43.909,294.135,35.000,13977.014367
"Mean Range",,,,13704.796818

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2000 19:22:46.785,59.178,54.924,12804.941643
1 Jan 2000 19:22:56.000,58.843,54.952,12803.717657
1 Jan 2000 19:23:06.000,58.479,54.980,12802.453088
1 Jan 2000 19:23:16.000,58.115,55.008,12801.254771
1 Jan 2000 19:23:26.000,57.749,55.034,12800.122736
1 Jan 2000 19:23:36.000,57.383,55.058,12799.057012
1 Jan 2000 19:23:46.000,57.017,55.081,12798.057626
1 Jan 2000 19:23:56.000,56.650,55.103,12797.124604
1 Jan 2000 19:24:06.000,56.283,55.123,12796.257970
1 Jan 2000 19:24:16.000,55.915,55.142,12795.457745
1 Jan 2000 19:24:26.000,55.547,55.159,12794.723951
1 Jan 2000 19:24:36.000,55.179,55.175,12794.056607
1 Jan 2000 19:24:46.000,54.810,55.189,12793.455730
1 Jan 2000 19:24:56.000,54.441,55.202,12792.921337
1 Jan 2000 19:25:06.000,54.072,55.213,12792.453442
1 Jan 2000 19:25:16.000,53.702,55.223,12792.052057
1 Jan 2000 19:25:26.000,53.333,55.232,12791.717194
1 Jan 2000 19:25:36.000,52.963,55.239,12791.448862
1 Jan 2000 19:25:46.000,52.593,55.244,12791.247070
1 Jan 2000 19:25:56.000,52.223,55.248,12791.111824
1 Jan 2000 19:26:06.000,51.853,55.251,12791.043129
1 Jan 2000 19:26:16.000,51.483,55.252,12791.040987
1 Jan 2000 19:26:26.000,51.113,55.251,12791.105401
1 Jan 2000 19:26:36.000,50.743,55.249,12791.236371
1 Jan 2000 19:26:46.000,50.374,55.246,12791.433895
1 Jan 2000 19:26:56.000,50.004,55.241,12791.697971
1 Jan 2000 19:27:06.000,49.634,55.234,12792.028592
1 Jan 2000 19:27:16.000,49.265,55.227,12792.425754
1 Jan 2000 19:27:26.000,48.896,55.217,12792.889447
1 Jan 2000 19:27:36.000,48.527,55.206,12793.419663
1 Jan 2000 19:27:46.000,48.159,55.194,12794.016391
1 Jan 2000 19:27:56.000,47.790,55.180,12794.679617
1 Jan 2000 19:28:06.000,47.423,55.165,12795.409328
1 Jan 2000 19:28:16.000,47.055,55.148,12796.205508
1 Jan 2000 19:28:26.000,46.688,55.130,12797.068139
1 Jan 2000 19:28:36.000,46.322,55.111,12797.997202
1 Jan 2000 19:28:46.000,45.956,55.089,12798.992677
1 Jan 2000 19:28:56.000,45.590,55.067,12800.054541
1 Jan 2000 19:29:06.000,45.226,55.043,12801.182771
1 Jan 2000 19:29:16.000,44.861,55.017,12802.377341
1 Jan 2000 19:29:26.000,44.498,54.991,12803.638224
1 Jan 2000 19:29:36.000,44.135,54.962,12804.965393
1 Jan 2000 19:29:46.000,43.772,54.933,12806.358816
1 Jan 2000 19:29:56.000,43.411,54.901,12807.818462
1 Jan 2000 19:30:06.000,43.050,54.869,12809.344298
1 Jan 2000 19:30:16.000,42.690,54.835,12810.936289
1 Jan 2000 19:30:26.000,42.331,54.799,12812.594399
1 Jan 2000 19:30:36.000,41.973,54.762,12814.318591
1 Jan 2000 19:30:46.000,41.615,54.724,12816.108823
1 Jan 2000 19:30:56.000,41.259,54.684,12817.965057
1 Jan 2000 19:31:06.000,40.903,54.643,12819.887248
1 Jan 2000 19:31:16.000,40.549,54.601,12821.875354
1 Jan 2000 19:31:26.000,40.195,54.557,12823.929327
1 Jan 2000 19:31:36.000,39.842,54.512,12826.049122
1 Jan 2000 19:31:46.000,39.491,54.465,12828.234690
1 Jan 2000 19:31:56.000,39.140,54.417,12830.485980
1 Jan 2000 19:32:06.000,38.791,54.368,12832.802941
1 Jan 2000 19:32:16.000,38.442,54.317,12835.185519
1 Jan 2000 19:32:26.000,38.095,54.265,12837.633659
1 Jan 2000 19:32:36.000,37.749,54.212,12840.147307
1 Jan 2000 19:32:46.000,37.405,54.157,12842.726402
1 Jan 2000 19:32:56.000,37.061,54.101,12845.370887
1 Jan 2000 19:33:06.000,36.719,54.044,12848.080701
1 Jan 2000 19:33:16.000,36.377,53.985,12850.855781
1 Jan 2000 19:33:26.000,36.038,53.925,12853.696064
1 Jan 2000 19:33:36.000,35.699,53.864,12856.601484
1 Jan 2000 19:33:46.000,35.362,53.801,12859.571974
1 Jan 2000 19:33:56.000,35.026,53.738,12862.607467
1 Jan 2000 19:34:06.000,34.692,53.673,12865.707893
1 Jan 2000 19:34:16.000,34.358,53.606,12868.873181
1 Jan 2000 19:34:26.000,34.027,53.539,12872.103258
1 Jan 2000 19:34:36.000,33.696,53.470,12875.398050
1 Jan 2000 19:34:46.000,33.368,53.400,12878.757482
1 Jan 2000 19:34:56.000,33.040,53.329,12882.181477
1 Jan 2000 19:35:06.000,32.714,53.256,12885.669956
1 Jan 2000 19:35:16.000,32.390,53.183,12889.222841
1 Jan 2000 19:35:26.000,32.067,53.108,12892.840049
1 Jan 2000 19:35:36.000,31.745,53.032,12896.521498
1 Jan 2000 19:35:46.000,31.425,52.955,12900.267104
1 Jan 2000 19:35:56.000,31.107,52.876,12904.076783
1 Jan 2000 19:36:06.000,30.790,52.797,12907.950446
1 Jan 2000 19:36:16.000,30.475,52.716,12911.888007
1 Jan 2000 19:36:26.000,30.161,52.634,12915.889374
1 Jan 2000 19:36:36.000,29.849,52.552,12919.954459
1 Jan 2000 19:36:46.000,29.538,52.467,12924.083168
1 Jan 2000 19:36:56.000,29.229,52.382,12928.275407
1 Jan 2000 19:37:06.000,28.922,52.296,12932.531083
1 Jan 2000 19:37:16.000,28.616,52.209,12936.850097
1 Jan 2000 19:37:26.000,28.312,52.120,12941.232354
1 Jan 2000 19:37:36.000,28.009,52.031,12945.677754
1 Jan 2000 19:37:46.000,27.709,51.940,12950.186196
1 Jan 2000 19:37:56.000,27.409,51.849,12954.757579
1 Jan 2000 19:38:06.000,27.112,51.756,12959.391801
1 Jan 2000 19:38:16.000,26.816,51.662,12964.088756
1 Jan 2000 19:38:26.000,26.522,51.568,12968.848340
1 Jan 2000 19:38:36.000,26.229,51.472,12973.670445
1 Jan 2000 19:38:46.000,25.939,51.375,12978.554964
1 Jan 2000 19:38:56.000,25.649,51.278,12983.501788
1 Jan 2000 19:39:06.000,25.362,51.179,12988.510805
1 Jan 2000 19:39:16.000,25.076,51.079,12993.581905
1 Jan 2000 19:39:26.000,24.792,50.979,12998.714973
1 Jan 2000 19:39:36.000,24.510,50.877,13003.909896
1 Jan 2000 19:39:46.000,24.229,50.775,13009.166558
1 Jan 2000 19:39:56.000,23.950,50.671,13014.484843
1 Jan 2000 19:40:06.000,23.673,50.567,13019.864632
1 Jan 2000 19:40:16.000,23.398,50.462,13025.305806
1 Jan 2000 19:40:26.000,23.124,50.356,13030.808246
1 Jan 2000 19:40:36.000,22.852,50.249,13036.371829
1 Jan 2000 19:40:46.000,22.581,50.141,13041.996433
1 Jan 2000 19:40:56.000,22.313,50.032,13047.681934
1 Jan 2000 19:41:06.000,22.046,49.922,13053.428207
1 Jan 2000 19:41:16.000,21.780,49.812,13059.235125
1 Jan 2000 19:41:26.000,21.517,49.700,13065.102563
1 Jan 2000 19:41:36.000,21.255,49.588,13071.030390
1 Jan 2000 19:41:46.000,20.995,49.475,13077.018479
1 Jan 2000 19:41:56.000,20.736,49.361,13083.066697
1 Jan 2000 19:42:06.000,20.480,49.247,13089.174914
1 Jan 2000 19:42:16.000,20.225,49.131,13095.342996
1 Jan 2000 19:42:26.000,19.971,49.015,13101.570809
1 Jan 2000 19:42:36.000,19.720,48.898,13107.858219
1 Jan 2000 19:42:46.000,19.470,48.781,13114.205090
1 Jan 2000 19:42:56.000,19.221,48.662,13120.611284
1 Jan 2000 19:43:06.000,18.975,48.543,13127.076663
1 Jan 2000 19:43:16.000,18.730,48.423,13133.601088
1 Jan 2000 19:43:26.000,18.487,48.302,13140.184418
1 Jan 2000 19:43:36.000,18.245,48.181,13146.826514
1 Jan 2000 19:43:46.000,18.005,48.059,13153.527231
1 Jan 2000 19:43:56.000,17.767,47.936,13160.286428
1 Jan 2000 19:44:06.000,17.530,47.812,13167.103959
1 Jan 2000 19:44:16.000,17.295,47.688,13173.979680
1 Jan 2000 19:44:26.000,17.062,47.563,13180.913444
1 Jan 2000 19:44:36.000,16.830,47.438,13187.905104
1 Jan 2000 19:44:46.000,16.600,47.311,13194.954513
1 Jan 2000 19:44:56.000,16.372,47.185,13202.061520
1 Jan 2000 19:45:06.000,16.145,47.057,13209.225976
1 Jan 2000 19:45:16.000,15.920,46.929,13216.447731
1 Jan 2000 19:45:26.000,15.696,46.800,13223.726632
1 Jan 2000 19:45:36.000,15.474,46.671,13231.062526
1 Jan 2000 19:45:46.000,15.254,46.541,13238.455260
1 Jan 2000 19:45:56.000,15.035,46.410,13245.904680
1 Jan 2000 19:46:06.000,14.818,46.279,13253.410630
1 Jan 2000 19:46:16.000,14.602,46.147,13260.972953
1 Jan 2000 19:46:26.000,14.388,46.015,13268.591494
1 Jan 2000 19:46:36.000,14.175,45.882,13276.266093
1 Jan 2000 19:46:46.000,13.964,45.749,13283.996592
1 Jan 2000 19:46:56.000,13.755,45.615,13291.782831
1 Jan 2000 19:47:06.000,13.547,45.480,13299.624651
1 Jan 2000 19:47:16.000,13.341,45.345,13307.521889
1 Jan 2000 19:47:26.000,13.136,45.210,13315.474384
1 Jan 2000 19:47:36.000,12.932,45.074,13323.481973
1 Jan 2000 19:47:46.000,12.731,44.937,13331.544492
1 Jan 2000 19:47:56.000,12.530,44.800,13339.661777
1 Jan 2000 19:48:06.000,12.331,44.662,13347.833663
1 Jan 2000 19:48:16.000,12.134,44.524,13356.059984
1 Jan 2000 19:48:26.000,11.938,44.386,13364.340573
1 Jan 2000 19:48:36.000,11.744,44.247,13372.675263
1 Jan 2000 19:48:46.000,11.551,44.107,13381.063887
1 Jan 2000 19:48:56.000,11.359,43.967,13389.506274
1 Jan 2000 19:49:06.000,11.169,43.827,13398.002257
1 Jan 2000 19:49:16.000,10.980,43.686,13406.551664
1 Jan 2000 19:49:26.000,10.793,43.545,13415.154324
1 Jan 2000 19:49:36.000,10.607,43.403,13423.810067
1 Jan 2000 19:49:46.000,10.423,43.261,13432.518721
1 Jan 2000 19:49:56.000,10.239,43.118,13441.280111
1 Jan 2000 19:50:06.000,10.058,42.975,13450.094066
1 Jan 2000 19:50:16.000,9.877,42.832,13458.960410
1 Jan 2000 19:50:26.000,9.699,42.688,13467.878969
1 Jan 2000 19:50:36.000,9.521,42.544,13476.849568
1 Jan 2000 19:50:46.000,9.345,42.400,13485.872031
1 Jan 2000 19:50:56.000,9.170,42.255,13494.946182
1 Jan 2000 19:51:06.000,8.996,42.109,13504.071842
1 Jan 2000 19:51:16.000,8.824,41.964,13513.248836
1 Jan 2000 19:51:26.000,8.653,41.818,13522.476983
1 Jan 2000 19:51:36.000,8.484,41.671,13531.756106
1 Jan 2000 19:51:46.000,8.315,41.525,13541.086026
1 Jan 2000 19:51:56.000,8.148,41.378,13550.466561
1 Jan 2000 19:52:06.000,7.982,41.230,13559.897533
1 Jan 2000 19:52:16.000,7.818,41.082,13569.378759
1 Jan 2000 19:52:26.000,7.655,40.934,13578.910059
1 Jan 2000 19:52:36.000,7.493,40.786,13588.491251
1 Jan 2000 19:52:46.000,7.332,40.637,13598.122151
1 Jan 2000 19:52:56.000,7.173,40.488,13607.802579
1 Jan 2000 19:53:06.000,7.015,40.339,13617.532349
1 Jan 2000 19:53:16.000,6.858,40.190,13627.311278
1 Jan 2000 19:53:26.000,6.702,40.040,13637.139181
1 Jan 2000 19:53:36.000,6.547,39.890,13647.015875
1 Jan 2000 19:53:46.000,6.394,39.739,13656.941174
1 Jan 2000 19:53:56.000,6.242,39.589,13666.914891
1 Jan 2000 19:54:06.000,6.091,39.438,13676.936842
1 Jan 2000 19:54:16.000,5.941,39.286,13687.006840
1 Jan 2000 19:54:26.000,5.792,39.135,13697.124698
1 Jan 2000 19:54:36.000,5.644,38.983,13707.290228
1 Jan 2000 19:54:46.000,5.498,38.831,13717.503244
1 Jan 2000 19:54:56.000,5.353,38.679,13727.763556
1 Jan 2000 19:55:06.000,5.209,38.527,13738.070977
1 Jan 2000 19:55:16.000,5.066,38.374,13748.425318
1 Jan 2000 19:55:26.000,4.924,38.221,13758.826391
1 Jan 2000 19:55:36.000,4.783,38.068,13769.274004
1 Jan 2000 19:55:46.000,4.643,37.914,13779.767970
1 Jan 2000 19:55:56.000,4.505,37.761,13790.308097
1 Jan 2000 19:56:06.000,4.367,37.607,13800.894196
1 Jan 2000 19:56:16.000,4.231,37.453,13811.526076
1 Jan 2000 19:56:26.000,4.096,37.299,13822.203545
1 Jan 2000 19:56:36.000,3.961,37.145,13832.926413
1 Jan 2000 19:56:46.000,3.828,36.990,13843.694487
1 Jan 2000 19:56:56.000,3.696,36.835,13854.507577
1 Jan 2000 19:57:06.000,3.565,36.680,13865.365490
1 Jan 2000 19:57:16.000,3.434,36.525,13876.268034
1 Jan 2000 19:57:26.000,3.305,36.370,13887.215016
1 Jan 2000 19:57:36.000,3.177,36.214,13898.206243
1 Jan 2000 19:57:46.000,3.050,36.059,13909.241522
1 Jan 2000 19:57:56.000,2.924,35.903,13920.320661
1 Jan 2000 19:58:06.000,2.799,35.747,13931.443465
1 Jan 2000 19:58:16.000,2.675,35.591,13942.609740
1 Jan 2000 19:58:26.000,2.551,35.435,13953.819294
1 Jan 2000 19:58:36.000,2.429,35.278,13965.071931
1 Jan 2000 19:58:46.000,2.308,35.122,13976.367457
1 Jan 2000 19:58:53.716,2.215,35.001,13985.112627

Interval Statistics
"Min Elevation",1 Jan 2000 19:58:53.716,2.215,35.001,13985.112627
"Max Elevation",1 Jan 2000 19:26:17.823,51.416,55.252,12791.047771
"Mean Elevation",,,48.356,
"Min Range",1 Jan 2000 19:26:11.322,51.656,55.251,12791.033704
"Max Range",1 Jan 2000 19:58:53.716,2.215,35.001,13985.112627
"Mean Range",,,,13163.941966

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
2 Jan 2000 10:11:03.418,355.447,57.357,12702.049823
2 Jan 2000 10:11:13.000,355.353,57.549,12693.923951
2 Jan 2000 10:11:23.000,355.252,57.750,12685.494830
2 Jan 2000 10:11:33.000,355.150,57.951,12677.118136
2 Jan 2000 10:11:43.000,355.046,58.151,12668.794048
2 Jan 2000 10:11:53.000,354.940,58.352,12660.522746
2 Jan 2000 10:12:03.000,354.832,58.553,12652.304406
2 Jan 2000 10:12:13.000,354.722,58.753,12644.139206
2 Jan 2000 10:12:23.000,354.610,58.954,12636.027323
2 Jan 2000 10:12:33.000,354.496,59.155,12627.968932
2 Jan 2000 10:12:43.000,354.380,59.356,12619.964208
2 Jan 2000 10:12:53.000,354.262,59.556,12612.013327
2 Jan 2000 10:13:03.000,354.142,59.757,12604.116462
2 Jan 2000 10:13:13.000,354.020,59.958,12596.273786
2 Jan 2000 10:13:23.000,353.896,60.158,12588.485472
2 Jan 2000 10:13:33.000,353.769,60.359,12580.751691
2 Jan 2000 10:13:43.000,353.640,60.560,12573.072616
2 Jan 2000 10:13:53.000,353.509,60.760,12565.448415
2 Jan 2000 10:14:03.000,353.375,60.961,12557.879259
2 Jan 2000 10:14:13.000,353.239,61.161,12550.365316
2 Jan 2000 10:14:23.000,353.100,61.361,12542.906755
2 Jan 2000 10:14:33.000,352.959,61.562,12535.503743
2 Jan 2000 10:14:43.000,352.815,61.762,12528.156447
2 Jan 2000 10:14:53.000,352.669,61.962,12520.865031
2 Jan 2000 10:15:03.000,352.520,62.162,12513.629662
2 Jan 2000 10:15:13.000,352.368,62.362,12506.450503
2 Jan 2000 10:15:23.000,352.213,62.562,12499.327717
2 Jan 2000 10:15:33.000,352.056,62.761,12492.261468
2 Jan 2000 10:15:43.000,351.895,62.961,12485.251916
2 Jan 2000 10:15:53.000,351.732,63.160,12478.299222
2 Jan 2000 10:16:03.000,351.565,63.360,12471.403547
2 Jan 2000 10:16:13.000,351.396,63.559,12464.565049
2 Jan 2000 10:16:23.000,351.223,63.758,12457.783886
2 Jan 2000 10:16:33.000,351.047,63.957,12451.060216
2 Jan 2000 10:16:43.000,350.867,64.155,12444.394195
2 Jan 2000 10:16:53.000,350.684,64.354,12437.785978
2 Jan 2000 10:17:03.000,350.498,64.552,12431.235720
2 Jan 2000 10:17:13.000,350.308,64.750,12424.743574
2 Jan 2000 10:17:23.000,350.115,64.948,12418.309693
2 Jan 2000 10:17:33.000,349.917,65.146,12411.934229
2 Jan 2000 10:17:43.000,349.716,65.343,12405.617332
2 Jan 2000 10:17:53.000,349.511,65.540,12399.359151
2 Jan 2000 10:18:03.000,349.303,65.737,12393.159836
2 Jan 2000 10:18:13.000,349.090,65.934,12387.019534
2 Jan 2000 10:18:23.000,348.872,66.130,12380.938391
2 Jan 2000 10:18:33.000,348.651,66.326,12374.916554
2 Jan 2000 10:18:43.000,348.425,66.522,12368.954167
2 Jan 2000 10:18:53.000,348.195,66.718,12363.051373
2 Jan 2000 10:19:03.000,347.960,66.913,12357.208315
2 Jan 2000 10:19:13.000,347.721,67.107,12351.425135
2 Jan 2000 10:19:23.000,347.476,67.302,12345.701973
2 Jan 2000 10:19:33.000,347.227,67.496,12340.038967
2 Jan 2000 10:19:43.000,346.973,67.689,12334.436257
2 Jan 2000 10:19:53.000,346.713,67.882,12328.893978
2 Jan 2000 10:20:03.000,346.449,68.075,12323.412268
2 Jan 2000 10:20:13.000,346.179,68.268,12317.991262
2 Jan 2000 10:20:23.000,345.903,68.459,12312.631091
2 Jan 2000 10:20:33.000,345.622,68.651,12307.331891
2 Jan 2000 10:20:43.000,345.335,68.842,12302.093790
2 Jan 2000 10:20:53.000,345.042,69.032,12296.916921
2 Jan 2000 10:21:03.000,344.743,69.222,12291.801412
2 Jan 2000 10:21:13.000,344.438,69.411,12286.747391
2 Jan 2000 10:21:23.000,344.126,69.600,12281.754984
2 Jan 2000 10:21:33.000,343.808,69.788,12276.824318
2 Jan 2000 10:21:43.000,343.483,69.975,12271.955516
2 Jan 2000 10:21:53.000,343.151,70.162,12267.148701
2 Jan 2000 10:22:03.000,342.813,70.348,12262.403995
2 Jan 2000 10:22:13.000,342.467,70.533,12257.721520
2 Jan 2000 10:22:23.000,342.113,70.718,12253.101394
2 Jan 2000 10:22:33.000,341.752,70.902,12248.543735
2 Jan 2000 10:22:43.000,341.384,71.085,12244.048660
2 Jan 2000 10:22:53.000,341.007,71.268,12239.616285
2 Jan 2000 10:23:03.000,340.622,71.449,12235.246724
2 Jan 2000 10:23:13.000,340.229,71.630,12230.940089
2 Jan 2000 10:23:23.000,339.827,71.809,12226.696494
2 Jan 2000 10:23:33.000,339.417,71.988,12222.516048
2 Jan 2000 10:23:43.000,338.997,72.166,12218.398859
2 Jan 2000 10:23:53.000,338.569,72.343,12214.345037
2 Jan 2000 10:24:03.000,338.130,72.519,12210.354686
2 Jan 2000 10:24:13.000,337.683,72.693,12206.427913
2 Jan 2000 10:24:23.000,337.225,72.867,12202.564821
2 Jan 2000 10:24:33.000,336.757,73.039,12198.765513
2 Jan 2000 10:24:43.000,336.279,73.211,12195.030088
2 Jan 2000 10:24:53.000,335.790,73.381,12191.358647
2 Jan 2000 10:25:03.000,335.291,73.549,12187.751289
2 Jan 2000 10:25:13.000,334.780,73.717,12184.208109
2 Jan 2000 10:25:23.000,334.258,73.883,12180.729204
2 Jan 2000 10:25:33.000,333.724,74.048,12177.314667
2 Jan 2000 10:25:43.000,333.178,74.211,12173.964591
2 Jan 2000 10:25:53.000,332.621,74.372,12170.679067
2 Jan 2000 10:26:03.000,332.050,74.532,12167.458185
2 Jan 2000 10:26:13.000,331.468,74.691,12164.302033
2 Jan 2000 10:26:23.000,330.872,74.847,12161.210698
2 Jan 2000 10:26:33.000,330.263,75.002,12158.184266
2 Jan 2000 10:26:43.000,329.640,75.156,12155.222821
2 Jan 2000 10:26:53.000,329.004,75.307,12152.326444
2 Jan 2000 10:27:03.000,328.354,75.456,12149.495217
2 Jan 2000 10:27:13.000,327.690,75.604,12146.729220
2 Jan 2000 10:27:23.000,327.011,75.749,12144.028530
2 Jan 2000 10:27:33.000,326.318,75.892,12141.393225
2 Jan 2000 10:27:43.000,325.610,76.033,12138.823379
2 Jan 2000 10:27:53.000,324.886,76.172,12136.319066
2 Jan 2000 10:28:03.000,324.148,76.308,12133.880358
2 Jan 2000 10:28:13.000,323.394,76.442,12131.507325
2 Jan 2000 10:28:23.000,322.624,76.573,12129.200037
2 Jan 2000 10:28:33.000,321.838,76.702,12126.958561
2 Jan 2000 10:28:43.000,321.037,76.828,12124.782963
2 Jan 2000 10:28:53.000,320.219,76.952,12122.673308
2 Jan 2000 10:29:03.000,319.385,77.072,12120.629658
2 Jan 2000 10:29:13.000,318.535,77.190,12118.652075
2 Jan 2000 10:29:23.000,317.669,77.305,12116.740618
2 Jan 2000 10:29:33.000,316.786,77.416,12114.895346
2 Jan 2000 10:29:43.000,315.887,77.525,12113.116316
2 Jan 2000 10:29:53.000,314.972,77.630,12111.403582
2 Jan 2000 10:30:03.000,314.041,77.732,12109.757198
2 Jan 2000 10:30:13.000,313.093,77.830,12108.177217
2 Jan 2000 10:30:23.000,312.130,77.925,12106.663688
2 Jan 2000 10:30:33.000,311.152,78.016,12105.216660
2 Jan 2000 10:30:43.000,310.158,78.104,12103.836181
