"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2000 23:37:29.000,248.801,56.948,12708.450957
1 Jan 2000 23:37:39.000,249.155,57.042,12704.484194
1 Jan 2000 23:37:49.000,249.511,57.136,12700.567212
1 Jan 2000 23:37:59.000,249.868,57.228,12696.700049
1 Jan 2000 23:38:09.000,250.227,57.320,12692.882740
1 Jan 2000 23:38:19.000,250.589,57.411,12689.115322
1 Jan 2000 23:38:29.000,250.951,57.500,12685.397827
1 Jan 2000 23:38:39.000,251.316,57.589,12681.730290
1 Jan 2000 23:38:49.000,251.683,57.677,12678.112743
1 Jan 2000 23:38:59.000,252.051,57.764,12674.545218
1 Jan 2000 23:39:09.000,252.421,57.850,12671.027745
1 Jan 2000 23:39:19.000,252.793,57.935,12667.560354
1 Jan 2000 23:39:29.000,253.167,58.019,12664.143074
1 Jan 2000 23:39:39.000,253.543,58.102,12660.775932
1 Jan 2000 23:39:49.000,253.920,58.184,12657.458957
1 Jan 2000 23:39:59.000,254.299,58.265,12654.192173
1 Jan 2000 23:40:09.000,254.680,58.345,12650.975606
1 Jan 2000 23:40:19.000,255.062,58.425,12647.809280
1 Jan 2000 23:40:29.000,255.446,58.502,12644.693219
1 Jan 2000 23:40:39.000,255.832,58.579,12641.627445
1 Jan 2000 23:40:49.000,256.220,58.655,12638.611980
1 Jan 2000 23:40:59.000,256.609,58.730,12635.646843
1 Jan 2000 23:41:09.000,257.000,58.804,12632.732055
1 Jan 2000 23:41:19.000,257.393,58.877,12629.867634
1 Jan 2000 23:41:29.000,257.787,58.948,12627.053597
1 Jan 2000 23:41:39.000,258.183,59.019,12624.289963
1 Jan 2000 23:41:49.000,258.581,59.088,12621.576746
1 Jan 2000 23:41:59.000,258.980,59.156,12618.913961
1 Jan 2000 23:42:09.000,259.380,59.224,12616.301623
1 Jan 2000 23:42:19.000,259.783,59.290,12613.739744
1 Jan 2000 23:42:29.000,260.187,59.355,12611.228337
1 Jan 2000 23:42:39.000,260.592,59.418,12608.767413
1 Jan 2000 23:42:49.000,260.999,59.481,12606.356981
1 Jan 2000 23:42:59.000,261.407,59.542,12603.997052
1 Jan 2000 23:43:09.000,261.817,59.603,12601.687633
1 Jan 2000 23:43:19.000,262.228,59.662,12599.428732
1 Jan 2000 23:43:29.000,262.641,59.720,12597.220355
1 Jan 2000 23:43:39.000,263.055,59.777,12595.062508
1 Jan 2000 23:43:49.000,263.471,59.832,12592.955195
1 Jan 2000 23:43:59.000,263.888,59.887,12590.898420
1 Jan 2000 23:44:09.000,264.306,59.940,12588.892186
1 Jan 2000 23:44:19.000,264.726,59.992,12586.936493
1 Jan 2000 23:44:29.000,265.147,60.043,12585.031344
1 Jan 2000 23:44:39.000,265.569,60.092,12583.176738
1 Jan 2000 23:44:49.000,265.992,60.141,12581.372673
1 Jan 2000 23:44:59.000,266.417,60.188,12579.619148
1 Jan 2000 23:45:09.000,266.842,60.233,12577.916159
1 Jan 2000 23:45:19.000,267.269,60.278,12576.263703
1 Jan 2000 23:45:29.000,267.697,60.321,12574.661774
1 Jan 2000 23:45:39.000,268.126,60.363,12573.110366
1 Jan 2000 23:45:49.000,268.557,60.404,12571.609474
1 Jan 2000 23:45:59.000,268.988,60.444,12570.159088
1 Jan 2000 23:46:09.000,269.420,60.482,12568.759201
1 Jan 2000 23:46:19.000,269.853,60.519,12567.409803
1 Jan 2000 23:46:29.000,270.288,60.555,12566.110882
1 Jan 2000 23:46:39.000,270.723,60.589,12564.862427
1 Jan 2000 23:46:49.000,271.159,60.622,12563.664427
1 Jan 2000 23:46:59.000,271.596,60.654,12562.516866
1 Jan 2000 23:47:09.000,272.033,60.685,12561.419732
1 Jan 2000 23:47:19.000,272.472,60.714,12560.373008
1 Jan 2000 23:47:29.000,272.911,60.742,12559.376679
1 Jan 2000 23:47:39.000,273.351,60.768,12558.430726
1 Jan 2000 23:47:49.000,273.791,60.794,12557.535133
1 Jan 2000 23:47:59.000,274.233,60.817,12556.689879
1 Jan 2000 23:48:09.000,274.674,60.840,12555.894945
1 Jan 2000 23:48:19.000,275.117,60.861,12555.150309
1 Jan 2000 23:48:29.000,275.560,60.881,12554.455950
1 Jan 2000 23:48:39.000,276.003,60.900,12553.811845
1 Jan 2000 23:48:49.000,276.447,60.917,12553.217970
1 Jan 2000 23:48:59.000,276.891,60.933,12552.674300
1 Jan 2000 23:49:09.000,277.336,60.948,12552.180810
1 Jan 2000 23:49:19.000,277.781,60.961,12551.737473
1 Jan 2000 23:49:29.000,278.226,60.973,12551.344261
1 Jan 2000 23:49:39.000,278.672,60.984,12551.001147
1 Jan 2000 23:49:49.000,279.118,60.993,12550.708100
1 Jan 2000 23:49:59.000,279.564,61.001,12550.465090
1 Jan 2000 23:50:09.000,280.010,61.008,12550.272087
1 Jan 2000 23:50:19.000,280.457,61.013,12550.129057
1 Jan 2000 23:50:29.000,280.903,61.017,12550.035969
1 Jan 2000 23:50:39.000,281.349,61.020,12549.992787
1 Jan 2000 23:50:49.000,281.796,61.021,12549.999477
1 Jan 2000 23:50:59.000,282.242,61.021,12550.056004
1 Jan 2000 23:51:09.000,282.689,61.020,12550.162329
1 Jan 2000 23:51:19.000,283.135,61.017,12550.318417
1 Jan 2000 23:51:29.000,283.581,61.013,12550.524228
1 Jan 2000 23:51:39.000,284.027,61.007,12550.779723
1 Jan 2000 23:51:49.000,284.473,61.001,12551.084862
1 Jan 2000 23:51:59.000,284.918,60.993,12551.439602
1 Jan 2000 23:52:09.000,285.364,60.983,12551.843903
1 Jan 2000 23:52:19.000,285.808,60.972,12552.297721
1 Jan 2000 23:52:29.000,286.253,60.960,12552.801012
1 Jan 2000 23:52:39.000,286.697,60.947,12553.353732
1 Jan 2000 23:52:49.000,287.141,60.932,12553.955834
1 Jan 2000 23:52:59.000,287.584,60.916,12554.607272
1 Jan 2000 23:53:09.000,288.026,60.899,12555.307999
1 Jan 2000 23:53:19.000,288.469,60.881,12556.057967
1 Jan 2000 23:53:29.000,288.910,60.861,12556.857125
1 Jan 2000 23:53:39.000,289.351,60.840,12557.705424
1 Jan 2000 23:53:49.000,289.791,60.817,12558.602813
1 Jan 2000 23:53:59.000,290.231,60.793,12559.549241
1 Jan 2000 23:54:09.000,290.670,60.768,12560.544654
1 Jan 2000 23:54:19.000,291.108,60.742,12561.588999
1 Jan 2000 23:54:29.000,291.545,60.714,12562.682221
1 Jan 2000 23:54:39.000,291.981,60.685,12563.824266
1 Jan 2000 23:54:49.000,292.417,60.655,12565.015077
1 Jan 2000 23:54:59.000,292.852,60.624,12566.254597
1 Jan 2000 23:55:09.000,293.286,60.591,12567.542769
1 Jan 2000 23:55:19.000,293.718,60.557,12568.879533
1 Jan 2000 23:55:29.000,294.150,60.522,12570.264830
1 Jan 2000 23:55:39.000,294.581,60.486,12571.698601
1 Jan 2000 23:55:49.000,295.011,60.448,12573.180783
1 Jan 2000 23:55:59.000,295.440,60.410,12574.711315
1 Jan 2000 23:56:09.000,295.868,60.370,12576.290134
1 Jan 2000 23:56:19.000,296.294,60.328,12577.917176
1 Jan 2000 23:56:29.000,296.720,60.286,12579.592377
1 Jan 2000 23:56:39.000,297.144,60.242,12581.315672
1 Jan 2000 23:56:49.000,297.567,60.197,12583.086995
1 Jan 2000 23:56:59.000,297.989,60.151,12584.906278
1 Jan 2000 23:57:09.000,298.409,60.104,12586.773455
1 Jan 2000 23:57:19.000,298.829,60.056,12588.688456
1 Jan 2000 23:57:29.000,299.247,60.006,12590.651212
1 Jan 2000 23:57:39.000,299.664,59.956,12592.661654
1 Jan 2000 23:57:49.000,300.079,59.904,12594.719710
1 Jan 2000 23:57:59.000,300.493,59.851,12596.825309
1 Jan 2000 23:58:09.000,300.906,59.797,12598.978378
1 Jan 2000 23:58:19.000,301.317,59.742,12601.178845
1 Jan 2000 23:58:29.000,301.727,59.686,12603.426635
1 Jan 2000 23:58:39.000,302.135,59.628,12605.721674
1 Jan 2000 23:58:49.000,302.542,59.570,12608.063886
1 Jan 2000 23:58:59.000,302.948,59.510,12610.453194
1 Jan 2000 23:59:09.000,303.352,59.450,12612.889523
1 Jan 2000 23:59:19.000,303.754,59.388,12615.372794
1 Jan 2000 23:59:29.000,304.155,59.325,12617.902929
1 Jan 2000 23:59:39.000,304.554,59.261,12620.479849
1 Jan 2000 23:59:49.000,304.952,59.197,12623.103473
1 Jan 2000 23:59:59.000,305.349,59.131,12625.773722
2 Jan 2000 00:00:09.000,305.743,59.064,12628.490512
2 Jan 2000 00:00:19.000,306.137,58.996,12631.253764
2 Jan 2000 00:00:29.000,306.528,58.927,12634.063393
2 Jan 2000 00:00:39.000,306.918,58.857,12636.919316
2 Jan 2000 00:00:49.000,307.306,58.786,12639.821449
2 Jan 2000 00:00:59.000,307.693,58.714,12642.769707
2 Jan 2000 00:01:09.000,308.078,58.641,12645.764005
2 Jan 2000 00:01:19.000,308.461,58.568,12648.804255
2 Jan 2000 00:01:29.000,308.843,58.493,12651.890371
2 Jan 2000 00:01:39.000,309.223,58.417,12655.022265
2 Jan 2000 00:01:49.000,309.601,58.340,12658.199849
2 Jan 2000 00:01:59.000,309.978,58.263,12661.423034
2 Jan 2000 00:02:09.000,310.353,58.184,12664.691730
2 Jan 2000 00:02:19.000,310.726,58.105,12668.005846
2 Jan 2000 00:02:29.000,311.098,58.025,12671.365292
2 Jan 2000 00:02:39.000,311.468,57.944,12674.769976
2 Jan 2000 00:02:49.000,311.836,57.862,12678.219805
2 Jan 2000 00:02:59.000,312.202,57.779,12681.714686
2 Jan 2000 00:03:09.000,312.567,57.695,12685.254526
2 Jan 2000 00:03:19.000,312.930,57.610,12688.839231
2 Jan 2000 00:03:29.000,313.291,57.525,12692.468705
2 Jan 2000 00:03:39.000,313.650,57.438,12696.142853
2 Jan 2000 00:03:49.000,314.008,57.351,12699.861579
2 Jan 2000 00:03:59.000,314.364,57.263,12703.624786
2 Jan 2000 00:04:09.000,314.718,57.175,12707.432377
2 Jan 2000 00:04:19.000,315.071,57.085,12711.284253
2 Jan 2000 00:04:29.000,315.422,56.995,12715.180316
2 Jan 2000 00:04:39.000,315.771,56.904,12719.120468
2 Jan 2000 00:04:49.000,316.118,56.812,12723.104607
2 Jan 2000 00:04:59.000,316.464,56.719,12727.132634
2 Jan 2000 00:05:09.000,316.808,56.626,12731.204448
2 Jan 2000 00:05:19.000,317.150,56.531,12735.319947
2 Jan 2000 00:05:29.000,317.490,56.437,12739.479029
2 Jan 2000 00:05:39.000,317.829,56.341,12743.681592
2 Jan 2000 00:05:49.000,318.166,56.245,12747.927532
2 Jan 2000 00:05:59.000,318.501,56.148,12752.216745
2 Jan 2000 00:06:09.000,318.835,56.050,12756.549128
2 Jan 2000 00:06:19.000,319.166,55.951,12760.924575
2 Jan 2000 00:06:29.000,319.496,55.852,12765.342982
2 Jan 2000 00:06:39.000,319.825,55.753,12769.804241
2 Jan 2000 00:06:49.000,320.151,55.652,12774.308247
2 Jan 2000 00:06:59.000,320.476,55.551,12778.854893
2 Jan 2000 00:07:09.000,320.800,55.449,12783.444071
2 Jan 2000 00:07:19.000,321.121,55.347,12788.075673
2 Jan 2000 00:07:29.000,321.441,55.244,12792.749590
2 Jan 2000 00:07:39.000,321.759,55.140,12797.465715
2 Jan 2000 00:07:49.000,322.076,55.036,12802.223937
2 Jan 2000 00:07:59.000,322.391,54.931,12807.024145
2 Jan 2000 00:08:09.000,322.704,54.826,12811.866231
2 Jan 2000 00:08:19.000,323.015,54.720,12816.750082
2 Jan 2000 00:08:29.000,323.325,54.613,12821.675588
2 Jan 2000 00:08:39.000,323.634,54.506,12826.642636
2 Jan 2000 00:08:49.000,323.940,54.398,12831.651115
2 Jan 2000 00:08:59.000,324.245,54.290,12836.700910
2 Jan 2000 00:09:09.000,324.549,54.181,12841.791910
2 Jan 2000 00:09:19.000,324.851,54.071,12846.924000
2 Jan 2000 00:09:29.000,325.151,53.962,12852.097067
2 Jan 2000 00:09:39.000,325.449,53.851,12857.310994
2 Jan 2000 00:09:49.000,325.746,53.740,12862.565669
2 Jan 2000 00:09:59.000,326.042,53.628,12867.860975
2 Jan 2000 00:10:09.000,326.336,53.516,12873.196796
2 Jan 2000 00:10:19.000,326.628,53.404,12878.573015
2 Jan 2000 00:10:29.000,326.919,53.291,12883.989518
2 Jan 2000 00:10:39.000,327.208,53.177,12889.446185
2 Jan 2000 00:10:49.000,327.495,53.063,12894.942900
2 Jan 2000 00:10:59.000,327.781,52.949,12900.479545
2 Jan 2000 00:11:09.000,328.066,52.834,12906.056002
2 Jan 2000 00:11:19.000,328.349,52.719,12911.672152
2 Jan 2000 00:11:29.000,328.631,52.603,12917.327875
2 Jan 2000 00:11:39.000,328.911,52.487,12923.023053
2 Jan 2000 00:11:49.000,329.189,52.370,12928.757566
2 Jan 2000 00:11:59.000,329.466,52.253,12934.531293
2 Jan 2000 00:12:09.000,329.742,52.135,12940.344114
2 Jan 2000 00:12:19.000,330.016,52.017,12946.195909
2 Jan 2000 00:12:29.000,330.289,51.899,12952.086556
2 Jan 2000 00:12:39.000,330.560,51.780,12958.015933
2 Jan 2000 00:12:49.000,330.830,51.661,12963.983919
2 Jan 2000 00:12:59.000,331.099,51.541,12969.990391
2 Jan 2000 00:13:09.000,331.366,51.421,12976.035227
2 Jan 2000 00:13:19.000,331.631,51.301,12982.118305
2 Jan 2000 00:13:29.000,331.896,51.180,12988.239500
2 Jan 2000 00:13:39.000,332.158,51.059,12994.398690
2 Jan 2000 00:13:49.000,332.420,50.938,13000.595751
2 Jan 2000 00:13:59.000,332.680,50.816,13006.830559
2 Jan 2000 00:14:09.000,332.939,50.694,13013.102988
2 Jan 2000 00:14:19.000,333.196,50.571,13019.412916
2 Jan 2000 00:14:29.000,333.452,50.449,13025.760216
2 Jan 2000 00:14:39.000,333.707,50.325,13032.144764
2 Jan 2000 00:14:49.000,333.961,50.202,13038.566434
2 Jan 2000 00:14:59.000,334.213,50.078,13045.025100
2 Jan 2000 00:15:09.000,334.464,49.954,13051.520637
2 Jan 2000 00:15:19.000,334.713,49.830,13058.052917
2 Jan 2000 00:15:29.000,334.962,49.705,13064.621816
2 Jan 2000 00:15:39.000,335.209,49.580,13071.227204
2 Jan 2000 00:15:49.000,335.454,49.455,13077.868957
2 Jan 2000 00:15:59.000,335.699,49.329,13084.546946
2 Jan 2000 00:16:09.000,335.942,49.203,13091.261044
2 Jan 2000 00:16:19.000,336.184,49.077,13098.011124
2 Jan 2000 00:16:29.000,336.425,48.951,13104.797057
2 Jan 2000 00:16:39.000,336.665,48.824,13111.618715
2 Jan 2000 00:16:49.000,336.903,48.697,13118.475970
2 Jan 2000 00:16:59.000,337.140,48.570,13125.368693
2 Jan 2000 00:17:09.000,337.376,48.442,13132.296755
2 Jan 2000 00:17:19.000,337.611,48.315,13139.260029
2 Jan 2000 00:17:29.000,337.845,48.187,13146.258383
2 Jan 2000 00:17:39.000,338.078,48.058,13153.291690
2 Jan 2000 00:17:49.000,338.309,47.930,13160.359818
2 Jan 2000 00:17:59.000,338.539,47.801,13167.462640
2 Jan 2000 00:18:09.000,338.768,47.673,13174.600024
2 Jan 2000 00:18:19.000,338.997,47.543,13181.771842
2 Jan 2000 00:18:29.000,339.223,47.414,13188.977961
2 Jan 2000 00:18:39.000,339.449,47.285,13196.218253
2 Jan 2000 00:18:49.000,339.674,47.155,13203.492587
2 Jan 2000 00:18:59.000,339.898,47.025,13210.800831
2 Jan 2000 00:19:09.000,340.120,46.895,13218.142855
2 Jan 2000 00:19:19.000,340.342,46.765,13225.518528
2 Jan 2000 00:19:29.000,340.562,46.634,13232.927720
2 Jan 2000 00:19:39.000,340.782,46.503,13240.370297
2 Jan 2000 00:19:49.000,341.000,46.372,13247.846131
2 Jan 2000 00:19:59.000,341.217,46.241,13255.355087
2 Jan 2000 00:20:09.000,341.434,46.110,13262.897036
2 Jan 2000 00:20:19.000,341.649,45.979,13270.471846
2 Jan 2000 00:20:29.000,341.863,45.847,13278.079383
2 Jan 2000 00:20:39.000,342.077,45.716,13285.719518
2 Jan 2000 00:20:49.000,342.289,45.584,13293.392117
2 Jan 2000 00:20:59.000,342.500,45.452,13301.097048
2 Jan 2000 00:21:09.000,342.711,45.319,13308.834179
2 Jan 2000 00:21:19.000,342.920,45.187,13316.603378
2 Jan 2000 00:21:29.000,343.129,45.055,13324.404512
2 Jan 2000 00:21:39.000,343.336,44.922,13332.237449
2 Jan 2000 00:21:49.000,343.543,44.789,13340.102057
2 Jan 2000 00:21:59.000,343.748,44.656,13347.998201
2 Jan 2000 00:22:09.000,343.953,44.523,13355.925751
2 Jan 2000 00:22:19.000,344.157,44.390,13363.884572
2 Jan 2000 00:22:29.000,344.360,44.257,13371.874533
2 Jan 2000 00:22:39.000,344.562,44.124,13379.895500
2 Jan 2000 00:22:49.000,344.763,43.990,13387.947341
2 Jan 2000 00:22:59.000,344.963,43.857,13396.029922
2 Jan 2000 00:23:09.000,345.163,43.723,13404.143110
2 Jan 2000 00:23:19.000,345.361,43.589,13412.286772
2 Jan 2000 00:23:29.000,345.559,43.455,13420.460775
2 Jan 2000 00:23:39.000,345.756,43.321,13428.664987
2 Jan 2000 00:23:49.000,345.952,43.187,13436.899273
2 Jan 2000 00:23:59.000,346.147,43.053,13445.163501
2 Jan 2000 00:24:09.000,346.341,42.918,13453.457537
2 Jan 2000 00:24:19.000,346.534,42.784,13461.781248
2 Jan 2000 00:24:29.000,346.727,42.650,13470.134501
2 Jan 2000 00:24:39.000,346.919,42.515,13478.517163
2 Jan 2000 00:24:49.000,347.110,42.380,13486.929101
2 Jan 2000 00:24:59.000,347.300,42.246,13495.370180
2 Jan 2000 00:25:09.000,347.490,42.111,13503.840269
2 Jan 2000 00:25:19.000,347.678,41.976,13512.339233
2 Jan 2000 00:25:29.000,347.866,41.841,13520.866939
2 Jan 2000 00:25:39.000,348.053,41.706,13529.423255
2 Jan 2000 00:25:49.000,348.240,41.571,13538.008047
2 Jan 2000 00:25:59.000,348.425,41.436,13546.621182
2 Jan 2000 00:26:09.000,348.610,41.301,13555.262526
2 Jan 2000 00:26:19.000,348.794,41.165,13563.931947
2 Jan 2000 00:26:29.000,348.978,41.030,13572.629312
2 Jan 2000 00:26:39.000,349.161,40.895,13581.354487
2 Jan 2000 00:26:49.000,349.343,40.759,13590.107339
2 Jan 2000 00:26:59.000,349.524,40.624,13598.887736
2 Jan 2000 00:27:09.000,349.704,40.489,13607.695545
2 Jan 2000 00:27:19.000,349.884,40.353,13616.530632
2 Jan 2000 00:27:29.000,350.063,40.217,13625.392865
2 Jan 2000 00:27:39.000,350.242,40.082,13634.282111
2 Jan 2000 00:27:49.000,350.419,39.946,13643.198238
2 Jan 2000 00:27:59.000,350.597,39.811,13652.141112
2 Jan 2000 00:28:09.000,350.773,39.675,13661.110602
2 Jan 2000 00:28:19.000,350.949,39.539,13670.106574
2 Jan 2000 00:28:29.000,351.124,39.403,13679.128897
2 Jan 2000 00:28:39.000,351.298,39.268,13688.177437
2 Jan 2000 00:28:49.000,351.472,39.132,13697.252064
2 Jan 2000 00:28:59.000,351.645,38.996,13706.352643
2 Jan 2000 00:29:09.000,351.818,38.860,13715.479044
2 Jan 2000 00:29:19.000,351.990,38.724,13724.631134
2 Jan 2000 00:29:29.000,352.161,38.589,13733.808782
2 Jan 2000 00:29:39.000,352.332,38.453,13743.011855
2 Jan 2000 00:29:49.000,352.502,38.317,13752.240221
2 Jan 2000 00:29:59.000,352.671,38.181,13761.493750
2 Jan 2000 00:30:09.000,352.840,38.045,13770.772310
2 Jan 2000 00:30:19.000,353.008,37.909,13780.075769
2 Jan 2000 00:30:29.000,353.176,37.773,13789.403995
2 Jan 2000 00:30:39.000,353.343,37.637,13798.756859
2 Jan 2000 00:30:49.000,353.509,37.502,13808.134227
2 Jan 2000 00:30:59.000,353.675,37.366,13817.535971
2 Jan 2000 00:31:09.000,353.840,37.230,13826.961958
2 Jan 2000 00:31:19.000,354.005,37.094,13836.412058
2 Jan 2000 00:31:29.000,354.169,36.958,13845.886140
2 Jan 2000 00:31:39.000,354.333,36.822,13855.384075
2 Jan 2000 00:31:49.000,354.496,36.686,13864.905730
2 Jan 2000 00:31:59.000,354.659,36.550,13874.450977
2 Jan 2000 00:32:09.000,354.821,36.415,13884.019685
2 Jan 2000 00:32:19.000,354.982,36.279,13893.611725
2 Jan 2000 00:32:29.000,355.143,36.143,13903.226966
2 Jan 2000 00:32:39.000,355.303,36.007,13912.865278
2 Jan 2000 00:32:49.000,355.463,35.872,13922.526533
2 Jan 2000 00:32:59.000,355.623,35.736,13932.210601
2 Jan 2000 00:33:09.000,355.781,35.600,13941.917353
2 Jan 2000 00:33:19.000,355.940,35.465,13951.646659
2 Jan 2000 00:33:29.000,356.098,35.329,13961.398390
2 Jan 2000 00:33:39.000,356.255,35.193,13971.172419
2 Jan 2000 00:33:49.000,356.412,35.058,13980.968616
2 Jan 2000 00:33:53.215,356.478,35.001,13985.104191

Interval Statistics
"Min Elevation",2 Jan 2000 00:33:53.215,356.478,35.001,13985.104191
"Max Elevation",1 Jan 2000 23:50:53.530,281.998,61.021,12550.018910
"Mean Elevation",,,52.978,
"Min Range",1 Jan 2000 23:50:42.659,281.513,61.020,12549.989451
"Max Range",2 Jan 2000 00:33:53.215,356.478,35.001,13985.104191
"Mean Range",,,,12938.024412

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
2 Jan 2000 07:46:15.491,13.496,45.570,13294.393667
2 Jan 2000 07:46:25.000,13.666,45.715,13285.945374
2 Jan 2000 07:46:35.000,13.846,45.868,13277.092441
2 Jan 2000 07:46:45.000,14.027,46.021,13268.272308
2 Jan 2000 07:46:55.000,14.209,46.174,13259.485123
2 Jan 2000 07:47:05.000,14.391,46.326,13250.731034
2 Jan 2000 07:47:15.000,14.575,46.479,13242.010189
2 Jan 2000 07:47:25.000,14.759,46.632,13233.322737
