"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
1 Jan 2000 20:47:19.000,15.527,57.416,12699.280307
1 Jan 2000 20:47:29.000,15.300,57.247,12706.449415
1 Jan 2000 20:47:39.000,15.076,57.078,12713.676191
1 Jan 2000 20:47:49.000,14.855,56.908,12720.960475
1 Jan 2000 20:47:59.000,14.636,56.738,12728.302105
1 Jan 2000 20:48:09.000,14.420,56.567,12735.700918
1 Jan 2000 20:48:19.000,14.206,56.396,12743.156751
1 Jan 2000 20:48:29.000,13.995,56.225,12750.669440
1 Jan 2000 20:48:39.000,13.787,56.053,12758.238819
1 Jan 2000 20:48:49.000,13.581,55.881,12765.864723
1 Jan 2000 20:48:59.000,13.378,55.708,12773.546984
1 Jan 2000 20:49:09.000,13.177,55.535,12781.285435
1 Jan 2000 20:49:19.000,12.979,55.362,12789.079908
1 Jan 2000 20:49:29.000,12.783,55.188,12796.930233
1 Jan 2000 20:49:39.000,12.589,55.014,12804.836241
1 Jan 2000 20:49:49.000,12.398,54.840,12812.797759
1 Jan 2000 20:49:59.000,12.209,54.665,12820.814618
1 Jan 2000 20:50:09.000,12.022,54.490,12828.886644
1 Jan 2000 20:50:19.000,11.838,54.315,12837.013665
1 Jan 2000 20:50:29.000,11.656,54.139,12845.195507
1 Jan 2000 20:50:39.000,11.476,53.963,12853.431994
1 Jan 2000 20:50:49.000,11.298,53.787,12861.722953
1 Jan 2000 20:50:59.000,11.123,53.611,12870.068208
1 Jan 2000 20:51:09.000,10.949,53.434,12878.467581
1 Jan 2000 20:51:19.000,10.778,53.257,12886.920895
1 Jan 2000 20:51:29.000,10.608,53.080,12895.427972
1 Jan 2000 20:51:39.000,10.441,52.902,12903.988635
1 Jan 2000 20:51:49.000,10.276,52.725,12912.602703
1 Jan 2000 20:51:59.000,10.112,52.547,12921.269997
1 Jan 2000 20:52:09.000,9.951,52.369,12929.990336
1 Jan 2000 20:52:19.000,9.792,52.190,12938.763539
1 Jan 2000 20:52:29.000,9.634,52.012,12947.589425
1 Jan 2000 20:52:39.000,9.479,51.833,12956.467811
1 Jan 2000 20:52:49.000,9.325,51.654,12965.398514
1 Jan 2000 20:52:59.000,9.173,51.475,12974.381351
1 Jan 2000 20:53:09.000,9.023,51.296,12983.416138
1 Jan 2000 20:53:19.000,8.875,51.116,12992.502690
1 Jan 2000 20:53:29.000,8.728,50.937,13001.640822
1 Jan 2000 20:53:39.000,8.583,50.757,13010.830349
1 Jan 2000 20:53:49.000,8.440,50.577,13020.071084
1 Jan 2000 20:53:59.000,8.299,50.397,13029.362840
1 Jan 2000 20:54:09.000,8.159,50.217,13038.705431
1 Jan 2000 20:54:19.000,8.021,50.036,13048.098669
1 Jan 2000 20:54:29.000,7.885,49.856,13057.542365
1 Jan 2000 20:54:39.000,7.750,49.675,13067.036331
1 Jan 2000 20:54:49.000,7.617,49.494,13076.580377
1 Jan 2000 20:54:59.000,7.485,49.314,13086.174315
1 Jan 2000 20:55:09.000,7.355,49.133,13095.817954
1 Jan 2000 20:55:19.000,7.227,48.952,13105.511104
1 Jan 2000 20:55:29.000,7.100,48.770,13115.253574
1 Jan 2000 20:55:39.000,6.975,48.589,13125.045172
1 Jan 2000 20:55:49.000,6.851,48.408,13134.885708
1 Jan 2000 20:55:59.000,6.728,48.227,13144.774988
1 Jan 2000 20:56:09.000,6.607,48.045,13154.712821
1 Jan 2000 20:56:19.000,6.488,47.863,13164.699013
1 Jan 2000 20:56:29.000,6.369,47.682,13174.733371
1 Jan 2000 20:56:39.000,6.253,47.500,13184.815702
1 Jan 2000 20:56:49.000,6.137,47.318,13194.945812
1 Jan 2000 20:56:59.000,6.023,47.137,13205.123507
1 Jan 2000 20:57:09.000,5.911,46.955,13215.348591
1 Jan 2000 20:57:19.000,5.799,46.773,13225.620870
1 Jan 2000 20:57:29.000,5.689,46.591,13235.940150
1 Jan 2000 20:57:39.000,5.580,46.409,13246.306233
1 Jan 2000 20:57:49.000,5.473,46.227,13256.718925
1 Jan 2000 20:57:59.000,5.367,46.045,13267.178029
1 Jan 2000 20:58:09.000,5.262,45.863,13277.683349
1 Jan 2000 20:58:19.000,5.158,45.681,13288.234689
1 Jan 2000 20:58:29.000,5.056,45.499,13298.831850
1 Jan 2000 20:58:39.000,4.954,45.316,13309.474637
1 Jan 2000 20:58:49.000,4.854,45.134,13320.162852
1 Jan 2000 20:58:59.000,4.755,44.952,13330.896297
1 Jan 2000 20:59:09.000,4.658,44.770,13341.674773
1 Jan 2000 20:59:19.000,4.561,44.588,13352.498085
1 Jan 2000 20:59:29.000,4.466,44.406,13363.366031
1 Jan 2000 20:59:39.000,4.371,44.223,13374.278416
1 Jan 2000 20:59:49.000,4.278,44.041,13385.235038
1 Jan 2000 20:59:59.000,4.186,43.859,13396.235701
1 Jan 2000 21:00:09.000,4.095,43.677,13407.280204
1 Jan 2000 21:00:19.000,4.005,43.495,13418.368349
1 Jan 2000 21:00:29.000,3.916,43.313,13429.499936
1 Jan 2000 21:00:39.000,3.828,43.131,13440.674766
1 Jan 2000 21:00:49.000,3.742,42.949,13451.892638
1 Jan 2000 21:00:59.000,3.656,42.767,13463.153354
1 Jan 2000 21:01:09.000,3.571,42.585,13474.456713
1 Jan 2000 21:01:19.000,3.487,42.403,13485.802515
1 Jan 2000 21:01:29.000,3.405,42.221,13497.190560
1 Jan 2000 21:01:39.000,3.323,42.039,13508.620648
1 Jan 2000 21:01:49.000,3.242,41.857,13520.092578
1 Jan 2000 21:01:59.000,3.162,41.675,13531.606150
1 Jan 2000 21:02:09.000,3.083,41.494,13543.161164
1 Jan 2000 21:02:19.000,3.005,41.312,13554.757419
1 Jan 2000 21:02:29.000,2.928,41.130,13566.394713
1 Jan 2000 21:02:39.000,2.852,40.949,13578.072847
1 Jan 2000 21:02:49.000,2.777,40.767,13589.791620
1 Jan 2000 21:02:59.000,2.703,40.586,13601.550831
1 Jan 2000 21:03:09.000,2.629,40.405,13613.350278
1 Jan 2000 21:03:19.000,2.557,40.223,13625.189762
1 Jan 2000 21:03:29.000,2.485,40.042,13637.069081
1 Jan 2000 21:03:39.000,2.414,39.861,13648.988034
1 Jan 2000 21:03:49.000,2.345,39.680,13660.946420
1 Jan 2000 21:03:59.000,2.275,39.499,13672.944039
1 Jan 2000 21:04:09.000,2.207,39.318,13684.980689
1 Jan 2000 21:04:19.000,2.140,39.137,13697.056170
1 Jan 2000 21:04:29.000,2.073,38.956,13709.170280
1 Jan 2000 21:04:39.000,2.007,38.775,13721.322819
1 Jan 2000 21:04:49.000,1.942,38.595,13733.513586
1 Jan 2000 21:04:59.000,1.878,38.414,13745.742380
1 Jan 2000 21:05:09.000,1.815,38.234,13758.009001
1 Jan 2000 21:05:19.000,1.752,38.053,13770.313246
1 Jan 2000 21:05:29.000,1.690,37.873,13782.654917
1 Jan 2000 21:05:39.000,1.629,37.693,13795.033812
1 Jan 2000 21:05:49.000,1.568,37.513,13807.449731
1 Jan 2000 21:05:59.000,1.509,37.333,13819.902473
1 Jan 2000 21:06:09.000,1.450,37.153,13832.391837
1 Jan 2000 21:06:19.000,1.392,36.973,13844.917625
1 Jan 2000 21:06:29.000,1.334,36.793,13857.479635
1 Jan 2000 21:06:39.000,1.277,36.613,13870.077667
1 Jan 2000 21:06:49.000,1.221,36.434,13882.711521
1 Jan 2000 21:06:59.000,1.166,36.255,13895.380998
1 Jan 2000 21:07:09.000,1.111,36.075,13908.085898
1 Jan 2000 21:07:19.000,1.057,35.896,13920.826020
1 Jan 2000 21:07:29.000,1.004,35.717,13933.601166
1 Jan 2000 21:07:39.000,0.951,35.538,13946.411136
1 Jan 2000 21:07:49.000,0.899,35.359,13959.255730
1 Jan 2000 21:07:59.000,0.848,35.180,13972.134750
1 Jan 2000 21:08:09.000,0.797,35.002,13985.047997
1 Jan 2000 21:08:09.053,0.797,35.001,13985.116104

Interval Statistics
"Min Elevation",1 Jan 2000 21:08:09.053,0.797,35.001,13985.116104
"Max Elevation",1 Jan 2000 20:28:55.270,63.811,69.107,12292.211155
"Mean Elevation",,,55.696,
"Min Range",1 Jan 2000 20:28:48.009,64.259,69.107,12292.193276
"Max Range",1 Jan 2000 21:08:09.053,0.797,35.001,13985.116104
"Mean Range",,,,12853.720134

"Time (UTCG)","Azimuth (deg)","Elevation (deg)","Range (km)"
2 Jan 2000 11:15:25.483,347.860,49.912,13054.490369
2 Jan 2000 11:15:35.000,347.682,50.066,13046.434472
2 Jan 2000 11:15:45.000,347.493,50.227,13038.022579
2 Jan 2000 11:15:55.000,347.302,50.388,13029.665012
2 Jan 2000 11:16:05.000,347.110,50.549,13021.361945
2 Jan 2000 11:16:15.000,346.915,50.710,13013.113552
2 Jan 2000 11:16:25.000,346.719,50.869,13004.920006
2 Jan 2000 11:16:35.000,346.520,51.029,12996.781477
2 Jan 2000 11:16:45.000,346.320,51.188,12988.698138
2 Jan 2000 11:16:55.000,346.117,51.347,12980.670159
2 Jan 2000 11:17:05.000,345.913,51.505,12972.697709
2 Jan 2000 11:17:15.000,345.706,51.663,12964.780958
2 Jan 2000 11:17:25.000,345.498,51.821,12956.920073
2 Jan 2000 11:17:35.000,345.287,51.977,12949.115221
2 Jan 2000 11:17:45.000,345.074,52.134,12941.366570
2 Jan 2000 11:17:55.000,344.859,52.290,12933.674284
2 Jan 2000 11:18:05.000,344.642,52.445,12926.038530
2 Jan 2000 11:18:15.000,344.423,52.600,12918.459470
2 Jan 2000 11:18:25.000,344.201,52.755,12910.937268
2 Jan 2000 11:18:35.000,343.978,52.909,12903.472086
2 Jan 2000 11:18:45.000,343.752,53.062,12896.064086
2 Jan 2000 11:18:55.000,343.524,53.215,12888.713429
2 Jan 2000 11:19:05.000,343.293,53.367,12881.420273
2 Jan 2000 11:19:15.000,343.060,53.519,12874.184779
2 Jan 2000 11:19:25.000,342.825,53.670,12867.007104
2 Jan 2000 11:19:35.000,342.588,53.821,12859.887404
2 Jan 2000 11:19:45.000,342.348,53.971,12852.825837
2 Jan 2000 11:19:55.000,342.106,54.120,12845.822557
2 Jan 2000 11:20:05.000,341.862,54.269,12838.877718
2 Jan 2000 11:20:15.000,341.615,54.417,12831.991474
2 Jan 2000 11:20:25.000,341.366,54.565,12825.163977
2 Jan 2000 11:20:35.000,341.114,54.712,12818.395378
2 Jan 2000 11:20:45.000,340.860,54.858,12811.685828
2 Jan 2000 11:20:55.000,340.603,55.004,12805.035476
2 Jan 2000 11:21:05.000,340.344,55.148,12798.444470
2 Jan 2000 11:21:15.000,340.083,55.293,12791.912958
2 Jan 2000 11:21:25.000,339.818,55.436,12785.441085
2 Jan 2000 11:21:35.000,339.552,55.579,12779.028998
2 Jan 2000 11:21:45.000,339.282,55.721,12772.676841
2 Jan 2000 11:21:55.000,339.010,55.862,12766.384756
2 Jan 2000 11:22:05.000,338.736,56.002,12760.152885
2 Jan 2000 11:22:15.000,338.458,56.142,12753.981371
2 Jan 2000 11:22:25.000,338.179,56.281,12747.870351
2 Jan 2000 11:22:35.000,337.896,56.419,12741.819967
2 Jan 2000 11:22:45.000,337.611,56.556,12735.830354
2 Jan 2000 11:22:55.000,337.323,56.692,12729.901651
2 Jan 2000 11:23:05.000,337.032,56.828,12724.033991
2 Jan 2000 11:23:15.000,336.739,56.963,12718.227511
2 Jan 2000 11:23:25.000,336.443,57.097,12712.482342
2 Jan 2000 11:23:35.000,336.144,57.229,12706.798617
2 Jan 2000 11:23:45.000,335.842,57.362,12701.176466
2 Jan 2000 11:23:55.000,335.538,57.493,12695.616021
2 Jan 2000 11:24:05.000,335.231,57.623,12690.117408
2 Jan 2000 11:24:15.000,334.921,57.752,12684.680756
2 Jan 2000 11:24:25.000,334.608,57.880,12679.306190
2 Jan 2000 11:24:35.000,334.292,58.008,12673.993836
2 Jan 2000 11:24:45.000,333.973,58.134,12668.743817
2 Jan 2000 11:24:55.000,333.652,58.259,12663.556256
2 Jan 2000 11:25:05.000,333.328,58.383,12658.431274
2 Jan 2000 11:25:15.000,333.000,58.507,12653.368990
2 Jan 2000 11:25:25.000,332.670,58.629,12648.369525
2 Jan 2000 11:25:35.000,332.337,58.750,12643.432994
2 Jan 2000 11:25:45.000,332.001,58.870,12638.559515
2 Jan 2000 11:25:55.000,331.662,58.989,12633.749202
2 Jan 2000 11:26:05.000,331.321,59.107,12629.002170
2 Jan 2000 11:26:15.000,330.976,59.223,12624.318529
2 Jan 2000 11:26:25.000,330.628,59.339,12619.698392
2 Jan 2000 11:26:35.000,330.277,59.453,12615.141867
2 Jan 2000 11:26:45.000,329.924,59.566,12610.649065
2 Jan 2000 11:26:55.000,329.567,59.678,12606.220090
2 Jan 2000 11:27:05.000,329.208,59.789,12601.855050
2 Jan 2000 11:27:15.000,328.845,59.899,12597.554048
2 Jan 2000 11:27:25.000,328.480,60.007,12593.317188
2 Jan 2000 11:27:35.000,328.112,60.114,12589.144570
2 Jan 2000 11:27:45.000,327.740,60.220,12585.036297
2 Jan 2000 11:27:55.000,327.366,60.324,12580.992465
2 Jan 2000 11:28:05.000,326.989,60.427,12577.013173
2 Jan 2000 11:28:15.000,326.609,60.529,12573.098517
2 Jan 2000 11:28:25.000,326.226,60.629,12569.248592
2 Jan 2000 11:28:35.000,325.840,60.728,12565.463490
2 Jan 2000 11:28:45.000,325.451,60.826,12561.743304
2 Jan 2000 11:28:55.000,325.059,60.922,12558.088124
2 Jan 2000 11:29:05.000,324.665,61.017,12554.498039
2 Jan 2000 11:29:15.000,324.267,61.110,12550.973136
2 Jan 2000 11:29:25.000,323.867,61.202,12547.513502
2 Jan 2000 11:29:35.000,323.464,61.293,12544.119222
2 Jan 2000 11:29:45.000,323.058,61.382,12540.790378
2 Jan 2000 11:29:55.000,322.649,61.469,12537.527052
2 Jan 2000 11:30:05.000,322.238,61.555,12534.329324
2 Jan 2000 11:30:15.000,321.824,61.640,12531.197274
2 Jan 2000 11:30:25.000,321.407,61.723,12528.130978
2 Jan 2000 11:30:35.000,320.987,61.804,12525.130512
2 Jan 2000 11:30:45.000,320.565,61.884,12522.195951
2 Jan 2000 11:30:55.000,320.140,61.962,12519.327367
2 Jan 2000 11:31:05.000,319.713,62.038,12516.524831
2 Jan 2000 11:31:15.000,319.283,62.113,12513.788413
2 Jan 2000 11:31:25.000,318.850,62.187,12511.118182
2 Jan 2000 11:31:35.000,318.415,62.258,12508.514204
2 Jan 2000 11:31:45.000,317.977,62.328,12505.976543
2 Jan 2000 11:31:55.000,317.537,62.396,12503.505265
2 Jan 2000 11:32:05.000,317.095,62.463,12501.100430
2 Jan 2000 11:32:15.000,316.650,62.528,12498.762099
2 Jan 2000 11:32:25.000,316.203,62.591,12496.490332
2 Jan 2000 11:32:35.000,315.754,62.652,12494.285185
2 Jan 2000 11:32:45.000,315.303,62.712,12492.146714
2 Jan 2000 11:32:55.000,314.849,62.769,12490.074974
2 Jan 2000 11:33:05.000,314.393,62.826,12488.070017
2 Jan 2000 11:33:15.000,313.936,62.880,12486.131895
2 Jan 2000 11:33:25.000,313.476,62.932,12484.260656
2 Jan 2000 11:33:35.000,313.014,62.983,12482.456348
2 Jan 2000 11:33:45.000,312.551,63.031,12480.719019
2 Jan 2000 11:33:55.000,312.085,63.078,12479.048712
2 Jan 2000 11:34:05.000,311.618,63.123,12477.445471
2 Jan 2000 11:34:15.000,311.149,63.167,12475.909337
2 Jan 2000 11:34:25.000,310.679,63.208,12474.440350
2 Jan 2000 11:34:35.000,310.207,63.247,12473.038549
2 Jan 2000 11:34:45.000,309.733,63.285,12471.703970
2 Jan 2000 11:34:55.000,309.258,63.320,12470.436648
2 Jan 2000 11:35:05.000,308.782,63.354,12469.236616
2 Jan 2000 11:35:15.000,308.304,63.386,12468.103907
2 Jan 2000 11:35:25.000,307.825,63.415,12467.038550
2 Jan 2000 11:35:35.000,307.345,63.443,12466.040574
2 Jan 2000 11:35:45.000,306.864,63.469,12465.110006
2 Jan 2000 11:35:55.000,306.382,63.493,12464.246871
2 Jan 2000 11:36:05.000,305.899,63.515,12463.451193
2 Jan 2000 11:36:15.000,305.415,63.535,12462.722994
2 Jan 2000 11:36:25.000,304.930,63.553,12462.062294
2 Jan 2000 11:36:35.000,304.444,63.569,12461.469112
2 Jan 2000 11:36:45.000,303.958,63.584,12460.943465
2 Jan 2000 11:36:55.000,303.471,63.596,12460.485369
2 Jan 2000 11:37:05.000,302.984,63.606,12460.094837
2 Jan 2000 11:37:15.000,302.496,63.614,12459.771881
2 Jan 2000 11:37:25.000,302.008,63.620,12459.516511
2 Jan 2000 11:37:35.000,301.520,63.624,12459.328738
2 Jan 2000 11:37:45.000,301.032,63.626,12459.208567
2 Jan 2000 11:37:55.000,300.543,63.626,12459.156005
2 Jan 2000 11:38:05.000,300.055,63.625,12459.171054
2 Jan 2000 11:38:15.000,299.566,63.621,12459.253719
2 Jan 2000 11:38:25.000,299.078,63.615,12459.403998
2 Jan 2000 11:38:35.000,298.590,63.607,12459.621891
2 Jan 2000 11:38:45.000,298.102,63.597,12459.907395
2 Jan 2000 11:38:55.000,297.615,63.586,12460.260507
2 Jan 2000 11:39:05.000,297.128,63.572,12460.681218
2 Jan 2000 11:39:15.000,296.641,63.556,12461.169523
2 Jan 2000 11:39:25.000,296.155,63.538,12461.725412
2 Jan 2000 11:39:35.000,295.670,63.518,12462.348873
2 Jan 2000 11:39:45.000,295.186,63.497,12463.039895
2 Jan 2000 11:39:55.000,294.702,63.473,12463.798462
2 Jan 2000 11:40:05.000,294.220,63.447,12464.624559
2 Jan 2000 11:40:15.000,293.738,63.420,12465.518168
2 Jan 2000 11:40:25.000,293.258,63.390,12466.479270
2 Jan 2000 11:40:35.000,292.778,63.359,12467.507845
2 Jan 2000 11:40:45.000,292.300,63.325,12468.603868
2 Jan 2000 11:40:55.000,291.823,63.290,12469.767318
2 Jan 2000 11:41:05.000,291.347,63.253,12470.998166
2 Jan 2000 11:41:15.000,290.873,63.214,12472.296387
2 Jan 2000 11:41:25.000,290.400,63.173,12473.661951
2 Jan 2000 11:41:35.000,289.929,63.130,12475.094828
2 Jan 2000 11:41:45.000,289.459,63.085,12476.594984
2 Jan 2000 11:41:55.000,288.991,63.038,12478.162386
2 Jan 2000 11:42:05.000,288.525,62.990,12479.796999
2 Jan 2000 11:42:15.000,288.061,62.939,12481.498785
2 Jan 2000 11:42:25.000,287.598,62.887,12483.267706
2 Jan 2000 11:42:35.000,287.137,62.833,12485.103720
2 Jan 2000 11:42:45.000,286.679,62.777,12487.006786
2 Jan 2000 11:42:55.000,286.222,62.720,12488.976861
2 Jan 2000 11:43:05.000,285.767,62.660,12491.013898
2 Jan 2000 11:43:15.000,285.314,62.599,12493.117852
2 Jan 2000 11:43:25.000,284.864,62.536,12495.288673
2 Jan 2000 11:43:35.000,284.416,62.472,12497.526312
2 Jan 2000 11:43:45.000,283.969,62.405,12499.830716
2 Jan 2000 11:43:55.000,283.526,62.337,12502.201834
2 Jan 2000 11:44:05.000,283.084,62.267,12504.639609
2 Jan 2000 11:44:15.000,282.645,62.196,12507.143985
2 Jan 2000 11:44:25.000,282.208,62.123,12509.714905
2 Jan 2000 11:44:35.000,281.774,62.048,12512.352309
2 Jan 2000 11:44:45.000,281.342,61.971,12515.056135
2 Jan 2000 11:44:55.000,280.913,61.893,12517.826322
2 Jan 2000 11:45:05.000,280.486,61.814,12520.662805
2 Jan 2000 11:45:15.000,280.062,61.732,12523.565517
2 Jan 2000 11:45:25.000,279.641,61.650,12526.534393
2 Jan 2000 11:45:35.000,279.222,61.565,12529.569363
2 Jan 2000 11:45:45.000,278.806,61.479,12532.670356
2 Jan 2000 11:45:55.000,278.392,61.392,12535.837301
2 Jan 2000 11:46:05.000,277.981,61.303,12539.070125
2 Jan 2000 11:46:15.000,277.573,61.212,12542.368751
2 Jan 2000 11:46:25.000,277.167,61.120,12545.733105
2 Jan 2000 11:46:35.000,276.765,61.027,12549.163108
2 Jan 2000 11:46:45.000,276.365,60.932,12552.658680
